SEASON_TM,SEASON,CONFERENCE,DIVISION,TEAM,TM,PLAYOFFS,GP,W,L,T,OL,PTS,PTS%,GF,GA,SRS,SOS,RPt%,ROW
1949MTL,1949,,,Montreal Canadiens,MTL,Y,60,28,23,9,,65,0.542,152,126,0.36,-0.07,,
1949TOR,1949,,,Toronto Maple Leafs,TOR,Y,60,22,25,13,,57,0.475,147,161,-0.19,0.04,,
1949CBH,1949,,,Chicago Black Hawks,CBH,N,60,21,31,8,,50,0.417,173,211,-0.53,0.11,,
1949NYR,1949,,,New York Rangers,NYR,N,60,18,31,11,,47,0.392,133,172,-0.54,0.11,,
1950DET,1950,,,Detroit Red Wings,DET,Y,70,37,19,14,,88,0.629,229,164,0.78,-0.15,,
1950MTL,1950,,,Montreal Canadiens,MTL,Y,70,29,22,19,,77,0.55,172,150,0.26,-0.05,,
1950TOR,1950,,,Toronto Maple Leafs,TOR,Y,70,31,27,12,,74,0.529,176,173,0.04,-0.01,,
1950NYR,1950,,,New York Rangers,NYR,Y,70,28,31,11,,67,0.479,170,189,-0.23,0.05,,
1950BOS,1950,,,Boston Bruins,BOS,N,70,22,32,16,,60,0.429,198,228,-0.36,0.07,,
1950CBH,1950,,,Chicago Black Hawks,CBH,N,70,22,38,10,,54,0.386,203,244,-0.49,0.1,,
1951DET,1951,,,Detroit Red Wings,DET,Y,70,44,13,13,,101,0.721,236,139,1.16,-0.23,,
1951TOR,1951,,,Toronto Maple Leafs,TOR,Y,70,41,16,13,,95,0.679,212,138,0.88,-0.18,,
1951MTL,1951,,,Montreal Canadiens,MTL,Y,70,25,30,15,,65,0.464,173,184,-0.13,0.03,,
1951BOS,1951,,,Boston Bruins,BOS,Y,70,22,30,18,,62,0.443,178,197,-0.23,0.05,,
1951NYR,1951,,,New York Rangers,NYR,N,70,20,29,21,,61,0.436,169,201,-0.38,0.08,,
1951CBH,1951,,,Chicago Black Hawks,CBH,N,70,13,47,10,,36,0.257,171,280,-1.3,0.26,,
1952DET,1952,,,Detroit Red Wings,DET,Y,70,44,14,12,,100,0.714,215,133,0.98,-0.2,,
1952MTL,1952,,,Montreal Canadiens,MTL,Y,70,34,26,10,,78,0.557,195,164,0.37,-0.07,,
1952TOR,1952,,,Toronto Maple Leafs,TOR,Y,70,29,25,16,,74,0.529,168,157,0.13,-0.03,,
1952BOS,1952,,,Boston Bruins,BOS,Y,70,25,29,16,,66,0.471,162,176,-0.17,0.03,,
1952NYR,1952,,,New York Rangers,NYR,N,70,23,34,13,,59,0.421,192,219,-0.32,0.06,,
1952CBH,1952,,,Chicago Black Hawks,CBH,N,70,17,44,9,,43,0.307,158,241,-0.99,0.2,,
1953DET,1953,,,Detroit Red Wings,DET,Y,70,36,16,18,,90,0.643,222,133,1.06,-0.21,,
1953MTL,1953,,,Montreal Canadiens,MTL,Y,70,28,23,19,,75,0.536,155,148,0.08,-0.02,,
1953BOS,1953,,,Boston Bruins,BOS,Y,70,28,29,13,,69,0.493,152,172,-0.24,0.05,,
1953CBH,1953,,,Chicago Black Hawks,CBH,Y,70,27,28,15,,69,0.493,169,175,-0.07,0.01,,
1953TOR,1953,,,Toronto Maple Leafs,TOR,N,70,27,30,13,,67,0.479,156,167,-0.13,0.03,,
1953NYR,1953,,,New York Rangers,NYR,N,70,17,37,16,,50,0.357,152,211,-0.7,0.14,,
1954DET,1954,,,Detroit Red Wings,DET,Y,70,37,19,14,,88,0.629,191,132,0.7,-0.14,,
1954MTL,1954,,,Montreal Canadiens,MTL,Y,70,35,24,11,,81,0.579,195,141,0.64,-0.13,,
1954TOR,1954,,,Toronto Maple Leafs,TOR,Y,70,32,24,14,,78,0.557,152,131,0.25,-0.05,,
1954BOS,1954,,,Boston Bruins,BOS,Y,70,32,28,10,,74,0.529,177,181,-0.05,0.01,,
1954NYR,1954,,,New York Rangers,NYR,N,70,29,31,10,,68,0.486,161,182,-0.25,0.05,,
1954CBH,1954,,,Chicago Black Hawks,CBH,N,70,12,51,7,,31,0.221,133,242,-1.3,0.26,,
1955DET,1955,,,Detroit Red Wings,DET,Y,70,42,17,11,,95,0.679,204,134,0.83,-0.17,,
1955MTL,1955,,,Montreal Canadiens,MTL,Y,70,41,18,11,,93,0.664,228,157,0.85,-0.17,,
1955TOR,1955,,,Toronto Maple Leafs,TOR,Y,70,24,24,22,,70,0.5,147,135,0.14,-0.03,,
1955BOS,1955,,,Boston Bruins,BOS,Y,70,23,26,21,,67,0.479,169,188,-0.23,0.05,,
1955NYR,1955,,,New York Rangers,NYR,N,70,17,35,18,,52,0.371,150,210,-0.71,0.14,,
1955CBH,1955,,,Chicago Black Hawks,CBH,N,70,13,40,17,,43,0.307,161,235,-0.88,0.18,,
1956MTL,1956,,,Montreal Canadiens,MTL,Y,70,45,15,10,,100,0.714,222,131,1.08,-0.22,,
1956DET,1956,,,Detroit Red Wings,DET,Y,70,30,24,16,,76,0.543,183,148,0.42,-0.08,,
1956NYR,1956,,,New York Rangers,NYR,Y,70,32,28,10,,74,0.529,204,203,0.01,0,,
1956TOR,1956,,,Toronto Maple Leafs,TOR,Y,70,24,33,13,,61,0.436,153,181,-0.33,0.07,,
1956BOS,1956,,,Boston Bruins,BOS,N,70,23,34,13,,59,0.421,147,185,-0.45,0.09,,
1956CBH,1956,,,Chicago Black Hawks,CBH,N,70,19,39,12,,50,0.357,155,216,-0.73,0.15,,
1957DET,1957,,,Detroit Red Wings,DET,Y,70,38,20,12,,88,0.629,198,157,0.49,-0.1,,
1957MTL,1957,,,Montreal Canadiens,MTL,Y,70,35,23,12,,82,0.586,210,155,0.66,-0.13,,
1957BOS,1957,,,Boston Bruins,BOS,Y,70,34,24,12,,80,0.571,195,174,0.25,-0.05,,
1957NYR,1957,,,New York Rangers,NYR,Y,70,26,30,14,,66,0.471,184,227,-0.51,0.1,,
1957TOR,1957,,,Toronto Maple Leafs,TOR,N,70,21,34,15,,57,0.407,174,192,-0.21,0.04,,
1957CBH,1957,,,Chicago Black Hawks,CBH,N,70,16,39,15,,47,0.336,169,225,-0.67,0.13,,
1958MTL,1958,,,Montreal Canadiens,MTL,Y,70,43,17,10,,96,0.686,250,158,1.1,-0.22,,
1958NYR,1958,,,New York Rangers,NYR,Y,70,32,25,13,,77,0.55,195,188,0.08,-0.02,,
1958DET,1958,,,Detroit Red Wings,DET,Y,70,29,29,12,,70,0.5,176,207,-0.37,0.07,,
1958BOS,1958,,,Boston Bruins,BOS,Y,70,27,28,15,,69,0.493,199,194,0.06,-0.01,,
1958CBH,1958,,,Chicago Black Hawks,CBH,N,70,24,39,7,,55,0.393,163,202,-0.46,0.09,,
1958TOR,1958,,,Toronto Maple Leafs,TOR,N,70,21,38,11,,53,0.379,192,226,-0.41,0.08,,
1959MTL,1959,,,Montreal Canadiens,MTL,Y,70,39,18,13,,91,0.65,258,158,1.19,-0.24,,
1959BOS,1959,,,Boston Bruins,BOS,Y,70,32,29,9,,73,0.521,205,215,-0.12,0.02,,
1959CBH,1959,,,Chicago Black Hawks,CBH,Y,70,28,29,13,,69,0.493,197,208,-0.13,0.03,,
1959TOR,1959,,,Toronto Maple Leafs,TOR,Y,70,27,32,11,,65,0.464,189,201,-0.14,0.03,,
1959NYR,1959,,,New York Rangers,NYR,N,70,26,32,12,,64,0.457,201,217,-0.19,0.04,,
1959DET,1959,,,Detroit Red Wings,DET,N,70,25,37,8,,58,0.414,167,218,-0.61,0.12,,
1960MTL,1960,,,Montreal Canadiens,MTL,Y,70,40,18,12,,92,0.657,255,178,0.92,-0.18,,
1960TOR,1960,,,Toronto Maple Leafs,TOR,Y,70,35,26,9,,79,0.564,199,195,0.05,-0.01,,
1960CBH,1960,,,Chicago Black Hawks,CBH,Y,70,28,29,13,,69,0.493,191,180,0.13,-0.03,,
1960DET,1960,,,Detroit Red Wings,DET,Y,70,26,29,15,,67,0.479,186,197,-0.13,0.03,,
1960BOS,1960,,,Boston Bruins,BOS,N,70,28,34,8,,64,0.457,220,241,-0.25,0.05,,
1960NYR,1960,,,New York Rangers,NYR,N,70,17,38,15,,49,0.35,187,247,-0.71,0.14,,
1961MTL,1961,,,Montreal Canadiens,MTL,Y,70,41,19,10,,92,0.657,254,188,0.79,-0.16,,
1961TOR,1961,,,Toronto Maple Leafs,TOR,Y,70,39,19,12,,90,0.643,234,176,0.69,-0.14,,
1961CBH,1961,,,Chicago Black Hawks,CBH,Y,70,29,24,17,,75,0.536,198,180,0.21,-0.04,,
1961DET,1961,,,Detroit Red Wings,DET,Y,70,25,29,16,,66,0.471,195,215,-0.24,0.05,,
1961NYR,1961,,,New York Rangers,NYR,N,70,22,38,10,,54,0.386,204,248,-0.52,0.11,,
1961BOS,1961,,,Boston Bruins,BOS,N,70,15,42,13,,43,0.307,176,254,-0.93,0.19,,
1962MTL,1962,,,Montreal Canadiens,MTL,Y,70,42,14,14,,98,0.7,259,166,1.11,-0.22,,
1962TOR,1962,,,Toronto Maple Leafs,TOR,Y,70,37,22,11,,85,0.607,232,180,0.62,-0.12,,
1962CBH,1962,,,Chicago Black Hawks,CBH,Y,70,31,26,13,,75,0.536,217,186,0.37,-0.07,,
1962NYR,1962,,,New York Rangers,NYR,Y,70,26,32,12,,64,0.457,195,207,-0.14,0.03,,
1962DET,1962,,,Detroit Red Wings,DET,N,70,23,33,14,,60,0.429,184,219,-0.42,0.08,,
1962BOS,1962,,,Boston Bruins,BOS,N,70,15,47,8,,38,0.271,177,306,-1.54,0.31,,
1963TOR,1963,,,Toronto Maple Leafs,TOR,Y,70,35,23,12,,82,0.586,221,180,0.49,-0.1,,
1963CBH,1963,,,Chicago Black Hawks,CBH,Y,70,32,21,17,,81,0.579,194,178,0.19,-0.04,,
1963MTL,1963,,,Montreal Canadiens,MTL,Y,70,28,19,23,,79,0.564,225,183,0.5,-0.1,,
1963DET,1963,,,Detroit Red Wings,DET,Y,70,32,25,13,,77,0.55,200,194,0.07,-0.01,,
1963NYR,1963,,,New York Rangers,NYR,N,70,22,36,12,,56,0.4,211,233,-0.26,0.05,,
1963BOS,1963,,,Boston Bruins,BOS,N,70,14,39,17,,45,0.321,198,281,-0.99,0.2,,
1964MTL,1964,,,Montreal Canadiens,MTL,Y,70,36,21,13,,85,0.607,209,167,0.5,-0.1,,
1964CBH,1964,,,Chicago Black Hawks,CBH,Y,70,36,22,12,,84,0.6,218,169,0.58,-0.12,,
1964TOR,1964,,,Toronto Maple Leafs,TOR,Y,70,33,25,12,,78,0.557,192,172,0.24,-0.05,,
1964DET,1964,,,Detroit Red Wings,DET,Y,70,30,29,11,,71,0.507,191,204,-0.16,0.03,,
1964NYR,1964,,,New York Rangers,NYR,N,70,22,38,10,,54,0.386,186,242,-0.67,0.13,,
1964BOS,1964,,,Boston Bruins,BOS,N,70,18,40,12,,48,0.343,170,212,-0.5,0.1,,
1965DET,1965,,,Detroit Red Wings,DET,Y,70,40,23,7,,87,0.621,224,175,0.58,-0.12,,
1965MTL,1965,,,Montreal Canadiens,MTL,Y,70,36,23,11,,83,0.593,211,185,0.31,-0.06,,
1965CBH,1965,,,Chicago Black Hawks,CBH,Y,70,34,28,8,,76,0.543,224,176,0.57,-0.11,,
1965TOR,1965,,,Toronto Maple Leafs,TOR,Y,70,30,26,14,,74,0.529,204,173,0.37,-0.07,,
1965NYR,1965,,,New York Rangers,NYR,N,70,20,38,12,,52,0.371,179,246,-0.8,0.16,,
1965BOS,1965,,,Boston Bruins,BOS,N,70,21,43,6,,48,0.343,166,253,-1.04,0.21,,
1966MTL,1966,,,Montreal Canadiens,MTL,Y,70,41,21,8,,90,0.643,239,173,0.79,-0.16,,
1966CBH,1966,,,Chicago Black Hawks,CBH,Y,70,37,25,8,,82,0.586,240,187,0.63,-0.13,,
1966TOR,1966,,,Toronto Maple Leafs,TOR,Y,70,34,25,11,,79,0.564,208,187,0.25,-0.05,,
1966DET,1966,,,Detroit Red Wings,DET,Y,70,31,27,12,,74,0.529,221,194,0.32,-0.07,,
1966BOS,1966,,,Boston Bruins,BOS,N,70,21,43,6,,48,0.343,174,275,-1.2,0.24,,
1966NYR,1966,,,New York Rangers,NYR,N,70,18,41,11,,47,0.336,195,261,-0.79,0.16,,
1967CBH,1967,,,Chicago Black Hawks,CBH,Y,70,41,17,12,,94,0.671,264,170,1.12,-0.22,,
1967MTL,1967,,,Montreal Canadiens,MTL,Y,70,32,25,13,,77,0.55,202,188,0.17,-0.03,,
1967TOR,1967,,,Toronto Maple Leafs,TOR,Y,70,32,27,11,,75,0.536,204,211,-0.08,0.02,,
1967NYR,1967,,,New York Rangers,NYR,Y,70,30,28,12,,72,0.514,188,189,-0.01,0,,
1967DET,1967,,,Detroit Red Wings,DET,N,70,27,39,4,,58,0.414,212,241,-0.35,0.07,,
1967BOS,1967,,,Boston Bruins,BOS,N,70,17,43,10,,44,0.314,182,253,-0.85,0.17,,
1968MTL,1968,,,Montreal Canadiens,MTL,Y,74,42,22,10,,94,0.635,236,167,1.07,0.14,,
1968NYR,1968,,,New York Rangers,NYR,Y,74,39,23,12,,90,0.608,226,183,0.76,0.18,,
1968BOS,1968,,,Boston Bruins,BOS,Y,74,37,27,10,,84,0.568,259,216,0.76,0.18,,
1968CBH,1968,,,Chicago Black Hawks,CBH,Y,74,32,26,16,,80,0.541,212,222,0.13,0.26,,
1968TOR,1968,,,Toronto Maple Leafs,TOR,N,74,33,31,10,,76,0.514,209,176,0.64,0.19,,
1968DET,1968,,,Detroit Red Wings,DET,N,74,27,35,12,,66,0.446,245,257,0.1,0.27,,
1968PHI,1968,,,Philadelphia Flyers,PHI,Y,74,31,32,11,,73,0.493,173,179,-0.32,-0.24,,
1968LAK,1968,,,Los Angeles Kings,LAK,Y,74,31,33,10,,72,0.486,200,224,-0.53,-0.21,,
1968STL,1968,,,St. Louis Blues,STL,Y,74,27,31,16,,70,0.473,177,191,-0.41,-0.23,,
1968MNS,1968,,,Minnesota North Stars,MNS,Y,74,27,32,15,,69,0.466,191,226,-0.66,-0.19,,
1968PIT,1968,,,Pittsburgh Penguins,PIT,N,74,27,34,13,,67,0.453,195,216,-0.5,-0.21,,
1968OAK,1968,,,Oakland Seals,OAK,N,74,15,42,17,,47,0.318,153,219,-1.03,-0.14,,
1969MTL,1969,,,Montreal Canadiens,MTL,Y,76,46,19,11,,103,0.678,271,202,0.91,0,,
1969BOS,1969,,,Boston Bruins,BOS,Y,76,42,18,16,,100,0.658,303,221,1.06,-0.02,,
1969NYR,1969,,,New York Rangers,NYR,Y,76,41,26,9,,91,0.599,231,196,0.5,0.04,,
1969TOR,1969,,,Toronto Maple Leafs,TOR,Y,76,35,26,15,,85,0.559,234,217,0.29,0.06,,
1969DET,1969,,,Detroit Red Wings,DET,N,76,33,31,12,,78,0.513,239,221,0.3,0.06,,
1969CBH,1969,,,Chicago Black Hawks,CBH,N,76,34,33,9,,77,0.507,280,246,0.49,0.04,,
1969STL,1969,,,St. Louis Blues,STL,Y,76,37,25,14,,88,0.579,204,157,0.48,-0.14,,
1969OAK,1969,,,Oakland Seals,OAK,Y,76,29,36,11,,69,0.454,219,251,-0.47,-0.05,,
1969PHI,1969,,,Philadelphia Flyers,PHI,Y,76,20,35,21,,61,0.401,174,225,-0.69,-0.02,,
1969LAK,1969,,,Los Angeles Kings,LAK,Y,76,24,42,10,,58,0.382,185,260,-0.98,0.01,,
1969PIT,1969,,,Pittsburgh Penguins,PIT,N,76,20,45,11,,51,0.336,189,252,-0.84,-0.01,,
1969MNS,1969,,,Minnesota North Stars,MNS,N,76,18,43,15,,51,0.336,189,270,-1.05,0.02,,
1970CBH,1970,,,Chicago Black Hawks,CBH,Y,76,45,22,9,,99,0.651,250,170,1.04,-0.01,,
1970BOS,1970,,,Boston Bruins,BOS,Y,76,40,17,19,,99,0.651,277,216,0.81,0.01,,
1970DET,1970,,,Detroit Red Wings,DET,Y,76,40,21,15,,95,0.625,246,199,0.65,0.03,,
1970NYR,1970,,,New York Rangers,NYR,Y,76,38,22,16,,92,0.605,246,189,0.77,0.02,,
1970MTL,1970,,,Montreal Canadiens,MTL,N,76,38,22,16,,92,0.605,244,201,0.6,0.03,,
1970TOR,1970,,,Toronto Maple Leafs,TOR,N,76,29,34,13,,71,0.467,222,242,-0.15,0.11,,
1970STL,1970,,,St. Louis Blues,STL,Y,76,37,27,12,,86,0.566,224,179,0.45,-0.15,,
1970PIT,1970,,,Pittsburgh Penguins,PIT,Y,76,26,38,12,,64,0.421,182,238,-0.76,-0.02,,
1970MNS,1970,,,Minnesota North Stars,MNS,Y,76,19,35,22,,60,0.395,224,257,-0.48,-0.05,,
1970OAK,1970,,,Oakland Seals,OAK,Y,76,22,40,14,,58,0.382,169,243,-0.97,0,,
1970PHI,1970,,,Philadelphia Flyers,PHI,N,76,17,35,24,,58,0.382,197,225,-0.42,-0.05,,
1970LAK,1970,,,Los Angeles Kings,LAK,N,76,14,52,10,,38,0.25,168,290,-1.54,0.06,,
1971BOS,1971,,,Boston Bruins,BOS,Y,78,57,14,7,,121,0.776,399,207,2.29,-0.18,,
1971NYR,1971,,,New York Rangers,NYR,Y,78,49,18,11,,109,0.699,259,177,0.98,-0.08,,
1971MTL,1971,,,Montreal Canadiens,MTL,Y,78,42,23,13,,97,0.622,291,216,0.89,-0.07,,
1971TOR,1971,,,Toronto Maple Leafs,TOR,Y,78,37,33,8,,82,0.526,248,211,0.44,-0.03,,
1971BUF,1971,,,Buffalo Sabres,BUF,N,78,24,39,15,,63,0.404,217,291,-0.88,0.07,,
1971VAN,1971,,,Vancouver Canucks,VAN,N,78,24,46,8,,56,0.359,229,296,-0.8,0.06,,
1971DET,1971,,,Detroit Red Wings,DET,N,78,22,45,11,,55,0.353,209,308,-1.18,0.09,,
1971CBH,1971,,,Chicago Black Hawks,CBH,Y,78,49,20,9,,107,0.686,277,184,1.11,-0.09,,
1971STL,1971,,,St. Louis Blues,STL,Y,78,34,25,19,,87,0.558,223,208,0.18,-0.01,,
1971PHI,1971,,,Philadelphia Flyers,PHI,Y,78,28,33,17,,73,0.468,207,225,-0.22,0.02,,
1971MNS,1971,,,Minnesota North Stars,MNS,Y,78,28,34,16,,72,0.462,191,223,-0.38,0.03,,
1971LAK,1971,,,Los Angeles Kings,LAK,N,78,25,40,13,,63,0.404,239,303,-0.76,0.06,,
1971PIT,1971,,,Pittsburgh Penguins,PIT,N,78,21,37,20,,62,0.397,221,240,-0.23,0.02,,
1971CGS,1971,,,California Golden Seals,CGS,N,78,20,53,5,,45,0.288,199,320,-1.44,0.11,,
1972BOS,1972,,,Boston Bruins,BOS,Y,78,54,13,11,,119,0.763,330,204,1.5,-0.12,,
1972NYR,1972,,,New York Rangers,NYR,Y,78,48,17,13,,109,0.699,317,192,1.49,-0.11,,
1972MTL,1972,,,Montreal Canadiens,MTL,Y,78,46,16,16,,108,0.692,307,205,1.21,-0.09,,
1972TOR,1972,,,Toronto Maple Leafs,TOR,Y,78,33,31,14,,80,0.513,209,208,0.01,0,,
1972DET,1972,,,Detroit Red Wings,DET,N,78,33,35,10,,76,0.487,261,262,-0.01,0,,
1972BUF,1972,,,Buffalo Sabres,BUF,N,78,16,43,19,,51,0.327,203,289,-1.02,0.08,,
1972VAN,1972,,,Vancouver Canucks,VAN,N,78,20,50,8,,48,0.308,203,297,-1.12,0.09,,
1972CBH,1972,,,Chicago Black Hawks,CBH,Y,78,46,17,15,,107,0.686,256,166,1.07,-0.08,,
1972MNS,1972,,,Minnesota North Stars,MNS,Y,78,37,29,12,,86,0.551,212,191,0.25,-0.02,,
1972STL,1972,,,St. Louis Blues,STL,Y,78,28,39,11,,67,0.429,208,247,-0.46,0.04,,
1972PIT,1972,,,Pittsburgh Penguins,PIT,Y,78,26,38,14,,66,0.423,220,258,-0.45,0.04,,
1972PHI,1972,,,Philadelphia Flyers,PHI,N,78,26,38,14,,66,0.423,200,236,-0.43,0.03,,
1972CGS,1972,,,California Golden Seals,CGS,N,78,21,39,18,,60,0.385,216,288,-0.86,0.07,,
1972LAK,1972,,,Los Angeles Kings,LAK,N,78,20,49,9,,49,0.314,206,305,-1.18,0.09,,
1973MTL,1973,,,Montreal Canadiens,MTL,Y,78,52,10,16,,120,0.769,329,184,1.73,-0.13,,
1973BOS,1973,,,Boston Bruins,BOS,Y,78,51,22,5,,107,0.686,330,235,1.14,-0.08,,
1973NYR,1973,,,New York Rangers,NYR,Y,78,47,23,8,,102,0.654,297,208,1.07,-0.08,,
1973BUF,1973,,,Buffalo Sabres,BUF,Y,78,37,27,14,,88,0.564,257,219,0.46,-0.03,,
1973DET,1973,,,Detroit Red Wings,DET,N,78,37,29,12,,86,0.551,265,243,0.27,-0.02,,
1973TOR,1973,,,Toronto Maple Leafs,TOR,N,78,27,41,10,,64,0.41,247,279,-0.38,0.03,,
1973VAN,1973,,,Vancouver Canucks,VAN,N,78,22,47,9,,53,0.34,233,339,-1.26,0.1,,
1973NYI,1973,,,New York Islanders,NYI,N,78,12,60,6,,30,0.192,170,347,-2.1,0.17,,
1973CBH,1973,,,Chicago Black Hawks,CBH,Y,78,42,27,9,,93,0.596,284,225,0.7,-0.05,,
1973MNS,1973,,,Minnesota North Stars,MNS,Y,78,37,30,11,,85,0.545,254,230,0.29,-0.02,,
1973PHI,1973,,,Philadelphia Flyers,PHI,Y,78,37,30,11,,85,0.545,296,256,0.46,-0.05,,
1973STL,1973,,,St. Louis Blues,STL,Y,78,32,34,12,,76,0.487,233,251,-0.21,0.02,,
1973PIT,1973,,,Pittsburgh Penguins,PIT,N,78,32,37,9,,73,0.468,257,265,-0.11,-0.01,,
1973LAK,1973,,,Los Angeles Kings,LAK,N,78,31,36,11,,73,0.468,232,245,-0.17,0,,
1973ATF,1973,,,Atlanta Flames,ATF,N,78,25,38,15,,65,0.417,191,239,-0.57,0.05,,
1973CGS,1973,,,California Golden Seals,CGS,N,78,16,46,16,,48,0.308,213,323,-1.32,0.09,,
1974BOS,1974,,,Boston Bruins,BOS,Y,78,52,17,9,,113,0.724,349,221,1.55,-0.09,,
1974MTL,1974,,,Montreal Canadiens,MTL,Y,78,45,24,9,,99,0.635,293,240,0.65,-0.03,,
1974NYR,1974,,,New York Rangers,NYR,Y,78,40,24,14,,94,0.603,300,251,0.58,-0.05,,
1974TOR,1974,,,Toronto Maple Leafs,TOR,Y,78,35,27,16,,86,0.551,274,230,0.54,-0.03,,
1974BUF,1974,,,Buffalo Sabres,BUF,N,78,32,34,12,,76,0.487,242,250,-0.11,-0.01,,
1974DET,1974,,,Detroit Red Wings,DET,N,78,29,39,10,,68,0.436,255,319,-0.75,0.07,,
1974VAN,1974,,,Vancouver Canucks,VAN,N,78,24,43,11,,59,0.378,224,296,-0.87,0.05,,
1974NYI,1974,,,New York Islanders,NYI,N,78,19,41,18,,56,0.359,182,247,-0.78,0.05,,
1974PHI,1974,,,Philadelphia Flyers,PHI,Y,78,50,16,12,,112,0.718,273,164,1.3,-0.1,,
1974CBH,1974,,,Chicago Black Hawks,CBH,Y,78,41,14,23,,105,0.673,272,164,1.28,-0.11,,
1974LAK,1974,,,Los Angeles Kings,LAK,Y,78,33,33,12,,78,0.5,233,231,0.03,0,,
1974ATF,1974,,,Atlanta Flames,ATF,Y,78,30,34,14,,74,0.474,214,238,-0.28,0.03,,
1974PIT,1974,,,Pittsburgh Penguins,PIT,N,78,28,41,9,,65,0.417,242,273,-0.37,0.03,,
1974STL,1974,,,St. Louis Blues,STL,N,78,26,40,12,,64,0.41,206,248,-0.52,0.02,,
1974MNS,1974,,,Minnesota North Stars,MNS,N,78,23,38,17,,63,0.404,235,275,-0.49,0.03,,
1974CGS,1974,,,California Golden Seals,CGS,N,78,13,55,10,,36,0.231,195,342,-1.77,0.12,,
1975MTL,1975,,,Montreal Canadiens,MTL,Y,80,51,18,11,,113,0.706,293,181,1.32,-0.08,,
1975LAK,1975,,,Los Angeles Kings,LAK,Y,80,37,29,14,,88,0.55,319,276,0.54,0.01,,
1975PIT,1975,,,Pittsburgh Penguins,PIT,Y,80,33,25,22,,88,0.55,264,221,0.52,-0.01,,
1975DET,1975,,,Detroit Red Wings,DET,N,80,34,31,15,,83,0.519,243,233,0.16,0.03,,
1975WSH,1975,,,Washington Capitals,WSH,N,80,38,32,10,,86,0.538,271,254,0.16,-0.05,,
1975PHI,1975,,,Philadelphia Flyers,PHI,Y,80,35,31,14,,84,0.525,269,267,-0.01,-0.04,,
1975NYR,1975,,,New York Rangers,NYR,Y,80,37,35,8,,82,0.513,268,241,0.28,-0.06,,
1975NYI,1975,,,New York Islanders,NYI,Y,80,23,50,7,,53,0.331,221,341,-1.43,0.07,,
1975ATF,1975,,,Atlanta Flames,ATF,N,80,15,54,11,,41,0.256,184,328,-1.71,0.09,,
1975VAN,1975,,,Vancouver Canucks,VAN,Y,80,49,16,15,,113,0.706,354,240,1.35,-0.08,,
1975STL,1975,,,St. Louis Blues,STL,Y,80,40,26,14,,94,0.588,345,245,1.18,-0.07,,
1975CBH,1975,,,Chicago Black Hawks,CBH,Y,80,31,33,16,,78,0.488,280,309,-0.32,0.05,,
1975MNS,1975,,,Minnesota North Stars,MNS,N,80,19,48,13,,51,0.319,212,316,-1.18,0.12,,
#N/A,1975,,,Kansas City Scouts,#N/A,N,80,47,14,19,,113,0.706,374,225,1.72,-0.14,,
1975BUF,1975,,,Buffalo Sabres,BUF,Y,80,42,17,21,,105,0.656,269,185,0.97,-0.08,,
1975BOS,1975,,,Boston Bruins,BOS,Y,80,37,28,15,,89,0.556,326,289,0.42,-0.04,,
1975TOR,1975,,,Toronto Maple Leafs,TOR,Y,80,23,45,12,,58,0.363,259,335,-0.89,0.06,,
1975CGS,1975,,,California Golden Seals,CGS,N,80,8,67,5,,21,0.131,181,446,-3.09,0.22,,
1976PHI,1976,,,Philadelphia Flyers,PHI,Y,80,51,13,16,,118,0.738,348,209,1.62,-0.12,,
1976NYI,1976,,,New York Islanders,NYI,Y,80,42,21,17,,101,0.631,297,190,1.26,-0.08,,
1976ATF,1976,,,Atlanta Flames,ATF,Y,80,35,33,12,,82,0.513,262,237,0.31,0,,
1976NYR,1976,,,New York Rangers,NYR,N,80,29,42,9,,67,0.419,262,333,-0.8,0.08,,
1976CBH,1976,,,Chicago Black Hawks,CBH,Y,80,32,30,18,,82,0.513,254,261,-0.15,-0.06,,
1976VAN,1976,,,Vancouver Canucks,VAN,Y,80,33,32,15,,81,0.506,271,272,-0.08,-0.07,,
1976STL,1976,,,St. Louis Blues,STL,Y,80,29,37,14,,72,0.45,249,290,-0.54,-0.03,,
1976MNS,1976,,,Minnesota North Stars,MNS,N,80,20,53,7,,47,0.294,195,303,-1.32,0.03,,
#N/A,1976,,,Kansas City Scouts,#N/A,N,80,12,56,12,,36,0.225,190,351,-1.94,0.07,,
1976BOS,1976,,,Boston Bruins,BOS,Y,80,48,15,17,,113,0.706,313,237,0.93,-0.02,,
1976BUF,1976,,,Buffalo Sabres,BUF,Y,80,46,21,13,,105,0.656,339,240,1.19,-0.05,,
1976TOR,1976,,,Toronto Maple Leafs,TOR,Y,80,34,31,15,,83,0.519,294,276,0.27,0.04,,
1976CGS,1976,,,California Golden Seals,CGS,N,80,27,42,11,,65,0.406,250,278,-0.26,0.09,,
1976MTL,1976,,,Montreal Canadiens,MTL,Y,80,58,11,11,,127,0.794,337,174,1.91,-0.13,,
1976LAK,1976,,,Los Angeles Kings,LAK,Y,80,38,33,9,,85,0.531,263,265,-0.01,0.02,,
1976PIT,1976,,,Pittsburgh Penguins,PIT,Y,80,35,33,12,,82,0.513,339,303,0.43,-0.02,,
1976DET,1976,,,Detroit Red Wings,DET,N,80,26,44,10,,62,0.388,226,300,-0.85,0.08,,
1976WSH,1976,,,Washington Capitals,WSH,N,80,11,59,10,,32,0.2,224,394,-1.96,0.16,,
